patch_id,patch_path,patch_mask_path,stone_id,source_image,source_mask,label,folder,view
8aII_1936SE_section_p00,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p00.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p00_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p01,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p01.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p01_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p02,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p02.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p02_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p03,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p03.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p03_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p04,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p04.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p04_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p05,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p05.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p05_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p06,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p06.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p06_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p07,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p07.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p07_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p08,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p08.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p08_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p09,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p09.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p09_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p10,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p10.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p10_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p11,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p11.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p11_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_1936SE_section_p12,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_section_p12.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_section_p12_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_section.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_section_mask.png,6,8aI - 8aII,section
8aII_2106SE_p00,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p00.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p00_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p01,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p01.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p01_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p02,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p02.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p02_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p03,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p03.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p03_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p04,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p04.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p04_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p05,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p05.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p05_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p06,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p06.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p06_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p07,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p07.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p07_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p08,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p08.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p08_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p09,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p09.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p09_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p10,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p10.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p10_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p11,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p11.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p11_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_2106SE_p12,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_2106SE_p12.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_2106SE_p12_mask.png,8aII_2106SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_2106SE.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_2106SE_mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p00,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p00.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p00_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p01,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p01.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p01_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p02,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p02.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p02_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p03,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p03.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p03_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p04,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p04.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p04_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p05,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p05.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p05_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p06,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p06.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p06_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p07,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p07.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p07_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p08,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p08.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p08_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p09,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p09.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p09_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p10,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p10.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p10_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p11,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p11.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p11_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p12,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p12.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p12_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p13,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p13.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p13_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p14,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p14.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p14_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p15,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p15.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p15_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p16,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p16.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p16_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p17,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p17.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p17_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p18,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p18.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p18_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p19,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p19.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p19_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p20,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p20.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p20_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p21,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p21.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p21_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p22,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p22.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p22_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p23,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p23.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p23_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p24,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p24.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p24_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
8aII_1936SE_2__p25,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/patches/8aII_1936SE_2__p25.png,/home/ikk/renal-calculi-classificaction/experiments/patches/256/8aI - 8aII/masks/8aII_1936SE_2__p25_mask.png,8aII_1936SE,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/8aII_1936SE_2_.jpg,/home/ikk/renal-calculi-classificaction/DATASET/RESIZED/8aI - 8aII/section/MASKS/8aII_1936SE_2__mask.png,6,8aI - 8aII,section
